36005000200	NearBy	36005000400
36005000400	NearBy	36005000200
36005000200	NearBy	36005001600
36005001600	NearBy	36005000200
36005000200	NearBy	36005002000
36005002000	NearBy	36005000200
36005000200	NearBy	36005002400
36005002400	NearBy	36005000200
36005000200	NearBy	36005002800
36005002800	NearBy	36005000200
36005000200	NearBy	36005003800
36005003800	NearBy	36005000200
36005000200	NearBy	36005004200
36005004200	NearBy	36005000200
36005000200	NearBy	36005004600
36005004600	NearBy	36005000200
36005000200	NearBy	36005007400
36005007400	NearBy	36005000200
36005000200	NearBy	36005008400
36005008400	NearBy	36005000200
36005000200	NearBy	36005008600
36005008600	NearBy	36005000200
36005000200	NearBy	36005009000
36005009000	NearBy	36005000200
36005000200	NearBy	36005009800
36005009800	NearBy	36005000200
36005000200	NearBy	36005011700
36005011700	NearBy	36005000200
36005000400	NearBy	36005001600
36005001600	NearBy	36005000400
36005000400	NearBy	36005002000
36005002000	NearBy	36005000400
36005000400	NearBy	36005002400
36005002400	NearBy	36005000400
36005000400	NearBy	36005003800
36005003800	NearBy	36005000400
36005000400	NearBy	36005004200
36005004200	NearBy	36005000400
36005000400	NearBy	36005004600
36005004600	NearBy	36005000400
36005000400	NearBy	36005007400
36005007400	NearBy	36005000400
36005000400	NearBy	36005008400
36005008400	NearBy	36005000400
36005000400	NearBy	36005008600
36005008600	NearBy	36005000400
36005000400	NearBy	36005009000
36005009000	NearBy	36005000400
36005000400	NearBy	36005009800
36005009800	NearBy	36005000400
36005000400	NearBy	36005011000
36005011000	NearBy	36005000400
36005000400	NearBy	36005011700
36005011700	NearBy	36005000400
36005000400	NearBy	36081093900
36081093900	NearBy	36005000400
36005001600	NearBy	36005002000
36005002000	NearBy	36005001600
36005001600	NearBy	36005002400
36005002400	NearBy	36005001600
36005001600	NearBy	36005002800
36005002800	NearBy	36005001600
36005001600	NearBy	36005003800
36005003800	NearBy	36005001600
36005001600	NearBy	36005004001
36005004001	NearBy	36005001600
36005001600	NearBy	36005004200
36005004200	NearBy	36005001600
36005001600	NearBy	36005004400
36005004400	NearBy	36005001600
36005001600	NearBy	36005004600
36005004600	NearBy	36005001600
36005001600	NearBy	36005004800
36005004800	NearBy	36005001600
36005001600	NearBy	36005006800
36005006800	NearBy	36005001600
36005001600	NearBy	36005007000
36005007000	NearBy	36005001600
36005001600	NearBy	36005007200
36005007200	NearBy	36005001600
36005001600	NearBy	36005007400
36005007400	NearBy	36005001600
36005001600	NearBy	36005007800
36005007800	NearBy	36005001600
36005001600	NearBy	36005008400
36005008400	NearBy	36005001600
36005001600	NearBy	36005008600
36005008600	NearBy	36005001600
36005001600	NearBy	36005009000
36005009000	NearBy	36005001600
36005001600	NearBy	36005009200
36005009200	NearBy	36005001600
36005001600	NearBy	36005009600
36005009600	NearBy	36005001600
36005001600	NearBy	36005009800
36005009800	NearBy	36005001600
36005001600	NearBy	36005011700
36005011700	NearBy	36005001600
36005001900	NearBy	36005002300
36005002300	NearBy	36005001900
36005001900	NearBy	36005002500
36005002500	NearBy	36005001900
36005001900	NearBy	36005002701
36005002701	NearBy	36005001900
36005001900	NearBy	36005002702
36005002702	NearBy	36005001900
36005001900	NearBy	36005003100
36005003100	NearBy	36005001900
36005001900	NearBy	36005003300
36005003300	NearBy	36005001900
36005001900	NearBy	36005003500
36005003500	NearBy	36005001900
36005001900	NearBy	36005003700
36005003700	NearBy	36005001900
36005001900	NearBy	36005003900
36005003900	NearBy	36005001900
36005001900	NearBy	36005004100
36005004100	NearBy	36005001900
36005001900	NearBy	36005004300
36005004300	NearBy	36005001900
36005001900	NearBy	36005005100
36005005100	NearBy	36005001900
36005001900	NearBy	36005006100
36005006100	NearBy	36005001900
36005001900	NearBy	36005006300
36005006300	NearBy	36005001900
36005001900	NearBy	36005006500
36005006500	NearBy	36005001900
36005001900	NearBy	36005007100
36005007100	NearBy	36005001900
36005001900	NearBy	36005007300
36005007300	NearBy	36005001900
36005001900	NearBy	36005007500
36005007500	NearBy	36005001900
36005001900	NearBy	36005007700
36005007700	NearBy	36005001900
36005001900	NearBy	36005007900
36005007900	NearBy	36005001900
36005001900	NearBy	36005008300
36005008300	NearBy	36005001900
36005001900	NearBy	36005008500
36005008500	NearBy	36005001900
36005001900	NearBy	36005008700
36005008700	NearBy	36005001900
36005001900	NearBy	36005008900
36005008900	NearBy	36005001900
36005001900	NearBy	36005009300
36005009300	NearBy	36005001900
36005001900	NearBy	36061017800
36061017800	NearBy	36005001900
36005001900	NearBy	36061018200
36061018200	NearBy	36005001900
36005001900	NearBy	36061018800
36061018800	NearBy	36005001900
36005001900	NearBy	36061019200
36061019200	NearBy	36005001900
36005001900	NearBy	36061019400
36061019400	NearBy	36005001900
36005001900	NearBy	36061019600
36061019600	NearBy	36005001900
36005001900	NearBy	36061019800
36061019800	NearBy	36005001900
36005001900	NearBy	36061020000
36061020000	NearBy	36005001900
36005001900	NearBy	36061020600
36061020600	NearBy	36005001900
36005001900	NearBy	36061020800
36061020800	NearBy	36005001900
36005001900	NearBy	36061021000
